Drugid;Navn;Lægemiddelform;Styrketekst;AktiveSubstanser;MftIndehaver;ATC-kode;Godkendt procedure;Godkendt rolle;Registreringsdato;Er i Medicinpriser;;
28105479414;Cefaseptin;tabletter;300 mg;CEFALEXINMONOHYDRAT;Vetoquinol Scandinavia AB;QJ01DB01;Decentral procedure;CMS;10-12-2015;Ja;;
28105479514;Cefaseptin;tabletter;750 mg;CEFALEXINMONOHYDRAT;Vetoquinol Scandinavia AB;QJ01DB01;Decentral procedure;CMS;10-12-2015;Ja;;
28105479314;Cefaseptin;tabletter;75 mg;CEFALEXINMONOHYDRAT;Vetoquinol Scandinavia AB;QJ01DB01;Decentral procedure;CMS;10-12-2015;Ja;;
28104990611;"Cefazolin ""MIP""";pulver til injektions-/infusionsvæske, opløsning;2 g;CEFAZOLINNATRIUM;MIP Pharma GmbH;J01DB04;Decentral procedure;CMS;15-01-2014;Ja;;
28105273013;"Cefepim ""MIP""";pulver til injektions-/infusionsvæske, opløsning;1 g;CEFEPIMDIHYDROCHLORIDMONOHYDRAT;MIP Pharma GmbH;J01DE01;Decentral procedure;CMS;04-02-2015;Ja;;
28105273113;"Cefepim ""MIP""";pulver til injektions-/infusionsvæske, opløsning;2 g;CEFEPIMDIHYDROCHLORIDMONOHYDRAT;MIP Pharma GmbH;J01DE01;Decentral procedure;CMS;04-02-2015;Ja;;
28105035812;"Cefotaxim ""MIP""";pulver til injektions-/infusionsvæske, opløsning;1 g;CEFOTAXIMNATRIUM;MIP Pharma GmbH;J01DD01;Decentral procedure;RMS;16-07-2013;Ja;;
28105035912;"Cefotaxim ""MIP""";pulver til injektions-/infusionsvæske, opløsning;2 g;CEFOTAXIMNATRIUM;MIP Pharma GmbH;J01DD01;Decentral procedure;RMS;16-07-2013;Ja;;
28103498303;"Cefotaxim ""Navamedic""";pulver til injektionsvæske, opløsning;0,5 g;CEFOTAXIMNATRIUM;Navamedic ASA;J01DD01;MRP;CMS;10-11-2003;Nej;;
28103498403;"Cefotaxim ""Navamedic""";pulver til injektionsvæske, opløsning;1 g;CEFOTAXIMNATRIUM;Navamedic ASA;J01DD01;MRP;CMS;10-11-2003;Nej;;
28103498503;"Cefotaxim ""Navamedic""";pulver til injektionsvæske, opløsning;2 g;CEFOTAXIMNATRIUM;Navamedic ASA;J01DD01;MRP;CMS;10-11-2003;Nej;;
28103517603;"Cefotaxim ""Stragen""";pulver til injektions-/infusionsvæske, opløsning;1 g;CEFOTAXIMNATRIUM;Stragen Nordic A/S;J01DD01;MRP;RMS;24-05-2004;Nej;;
28103517703;"Cefotaxim ""Stragen""";pulver til injektions-/infusionsvæske, opløsning;2 g;CEFOTAXIMNATRIUM;Stragen Nordic A/S;J01DD01;MRP;RMS;24-05-2004;Nej;;
28103132600;Cefotrix;pulver til infusionsvæske, opløsning;2 g;Ceftriaxonnatrium;Dr. Friedrich Eberth Arzneimittel e. K.;J01DD04;MRP;RMS;08-11-2001;Nej;;
28103132400;Cefotrix;pulver til injektionsvæske, opløsning;0,5 g;Ceftriaxonnatrium;Dr. Friedrich Eberth Arzneimittel e. K.;J01DD04;MRP;RMS;08-11-2001;Nej;;
28103132500;Cefotrix;pulver til injektionsvæske, opløsning;1 g;Ceftriaxonnatrium;Dr. Friedrich Eberth Arzneimittel e. K.;J01DD04;MRP;RMS;08-11-2001;Nej;;
28104273208;"Ceftazidim ""Fresenius Kabi""";pulver til injektions-/infusionsvæske, opløsning;2000 mg;CEFTAZIDIM;Fresenius Kabi AB;J01DD02;Decentral procedure;CMS;18-12-2008;Ja;;
28104273108;"Ceftazidim ""Fresenius Kabi""";pulver til injektionsvæske, opløsning;1000 mg;CEFTAZIDIM;Fresenius Kabi AB;J01DD02;Decentral procedure;CMS;18-12-2008;Ja;;
28104273008;"Ceftazidim ""Fresenius Kabi""";pulver til injektionsvæske, opløsning;500 mg;CEFTAZIDIM;Fresenius Kabi AB;J01DD02;Decentral procedure;CMS;18-12-2008;Nej;;
28105289713;"Ceftazidim ""MIP""";pulver til injektions-/infusionsvæske, opløsning;1 g;CEFTAZIDIMPENTAHYDRAT;MIP Pharma GmbH;J01DD02;Decentral procedure;CMS;20-03-2015;Ja;;
28105289813;"Ceftazidim ""MIP""";pulver til injektions-/infusionsvæske, opløsning;2 g;CEFTAZIDIMPENTAHYDRAT;MIP Pharma GmbH;J01DD02;Decentral procedure;CMS;20-03-2015;Ja;;
28104542109;Ceftiocyl;injektionsvæske, suspension;50 mg/ml;CEFTIOFUR;Vetoquinol Scandinavia AB;QJ01DD90;Decentral procedure;CMS;06-08-2010;Nej;;
28104658410;Ceftiosan;injektionsvæske, suspension;50 mg/ml;Ceftiofurhydrochlorid;Alfasan International B.V.;QJ01DD90;Decentral procedure;CMS;18-10-2011;Nej;;
28104993411;"Ceftriaxon ""Fresenius Kabi""";pulver til infusionsvæske, opløsning;2 g;Ceftriaxonnatriumsesquaterhydrate;Fresenius Kabi AB;J01DD04;MRP;CMS;06-02-2013;Ja;;
28104991011;"Ceftriaxon ""Fresenius Kabi""";pulver til injektions-/infusionsvæske, opløsning;1 g;Ceftriaxonnatriumsesquaterhydrate;Fresenius Kabi AB;J01DD04;MRP;CMS;06-02-2013;Ja;;
28106663821;"Ceftriaxon ""Kalceks""";pulver til injektions-/infusionsvæske, opløsning;1 g;Ceftriaxonnatrium;Kalceks AS;J01DD04;Decentral procedure;CMS;15-12-2022;Nej;;
28106663921;"Ceftriaxon ""Kalceks""";pulver til injektions-/infusionsvæske, opløsning;2 g;Ceftriaxonnatrium;Kalceks AS;J01DD04;Decentral procedure;CMS;15-12-2022;Nej;;
28104926211;"Ceftriaxon ""MIP""";pulver til infusionsvæske, opløsning;2 g;Ceftriaxonnatriumsesquaterhydrate;MIP Pharma GmbH;J01DD04;Decentral procedure;CMS;18-01-2013;Ja;;
28104926111;"Ceftriaxon ""MIP""";pulver til injektions-/infusionsvæske, opløsning;1 g;Ceftriaxonnatriumsesquaterhydrate;MIP Pharma GmbH;J01DD04;Decentral procedure;CMS;18-01-2013;Ja;;
28103739604;"Ceftriaxon ""Navamedic""";pulver til injektions-/infusionsvæske, opløsning;1 g;Ceftriaxonnatrium;Navamedic ASA;J01DD04;MRP;CMS;10-06-2005;Nej;;
28103739704;"Ceftriaxon ""Navamedic""";pulver til injektions-/infusionsvæske, opløsning;2 g;Ceftriaxonnatriumsesquaterhydrate;Navamedic ASA;J01DD04;MRP;CMS;10-06-2005;Nej;;
28103968506;"Ceftriaxon ""Stragen""";pulver til infusionsvæske, opløsning;2 g;Ceftriaxonnatrium;Stragen Nordic A/S;J01DD04;MRP;CMS;20-03-2007;Nej;;
28103968406;"Ceftriaxon ""Stragen""";pulver til injektions-/infusionsvæske, opløsning;1 g;Ceftriaxonnatrium;Stragen Nordic A/S;J01DD04;MRP;CMS;20-03-2007;Nej;;
28103968306;"Ceftriaxon ""Stragen""";pulver til injektionsvæske, opløsning;1 g;Ceftriaxonnatrium;Stragen Nordic A/S;J01DD04;MRP;CMS;20-03-2007;Nej;;
28103968206;"Ceftriaxon ""Stragen""";pulver til injektionsvæske, opløsning;500 mg;Ceftriaxonnatrium;Stragen Nordic A/S;J01DD04;MRP;CMS;20-03-2007;Nej;;
28103323601;Cefudoc;filmovertrukne tabletter;250 mg;CEFUROXIMAXETIL;Aristo Pharma GmbH;J01DC02;MRP;RMS;25-09-2003;Nej;;
28103323701;Cefudoc;filmovertrukne tabletter;500 mg;CEFUROXIMAXETIL;Aristo Pharma GmbH;J01DC02;MRP;RMS;25-09-2003;Nej;;
28105204112;"Cefuroxim ""B. Braun""";pulver og solvens til infusionsvæske, opløsning;1,5 g;CEFUROXIMNATRIUM;B. Braun Melsungen;J01DC02;Decentral procedure;RMS;14-05-2014;Ja;;
28105204012;"Cefuroxim ""B. Braun""";pulver og solvens til infusionsvæske, opløsning;750 mg;CEFUROXIMNATRIUM;B. Braun Melsungen;J01DC02;Decentral procedure;RMS;14-05-2014;Ja;;
28104096707;"Cefuroxim ""Fresenius Kabi""";pulver til injektions-/infusionsvæske, opløsning;1500 mg;CEFUROXIM;Fresenius Kabi AB;J01DC02;Decentral procedure;CMS;11-08-2009;Ja;;
28104096607;"Cefuroxim ""Fresenius Kabi""";pulver til injektions-/infusionsvæske, opløsning;750 mg;CEFUROXIM;Fresenius Kabi AB;J01DC02;Decentral procedure;CMS;11-08-2009;Ja;;
28104906311;"Cefuroxim ""MIP""";pulver til injektions-/infusionsvæske, opløsning;1500 mg;CEFUROXIMNATRIUM;MIP Pharma GmbH;J01DC02;Decentral procedure;CMS;04-02-2013;Ja;;
28104906211;"Cefuroxim ""MIP""";pulver til injektionsvæske, opløsning;750 mg;CEFUROXIMNATRIUM;MIP Pharma GmbH;J01DC02;Decentral procedure;CMS;04-02-2013;Ja;;
28104097007;"Cefuroxim ""Navamedic""";pulver til injektions-/infusionsvæske, opløsning;1500 mg;CEFUROXIM;Navamedic ASA;J01DC02;MRP;CMS;13-07-2007;Ja;;
28104096807;"Cefuroxim ""Navamedic""";pulver til injektions-/infusionsvæske, opløsning;250 mg;CEFUROXIM;Navamedic ASA;J01DC02;MRP;CMS;13-07-2007;Ja;;
28104096907;"Cefuroxim ""Navamedic""";pulver til injektions-/infusionsvæske, opløsning;750 mg;CEFUROXIM;Navamedic ASA;J01DC02;MRP;CMS;13-07-2007;Ja;;
28106385420;"Cefuroxim ""Nordic Prime""";filmovertrukne tabletter;500 mg;CEFUROXIMAXETIL;Nordic Prime ApS;J01DC02;Par-Imp;DKMA;02-03-2020;Ja;;
28101901997;"Cefuroxim ""Stragen""";pulver til injektions-/infusionsvæske, opløsning;1500 mg;CEFUROXIMNATRIUM;Stragen Nordic A/S;J01DC02;MRP;RMS;25-02-1999;Nej;;
28101901897;"Cefuroxim ""Stragen""";pulver til injektions-/infusionsvæske, opløsning;750 mg;CEFUROXIMNATRIUM;Stragen Nordic A/S;J01DC02;MRP;RMS;25-02-1999;Nej;;
28101901797;"Cefuroxim ""Stragen""";pulver til injektionsvæske, opløsning;250 mg;CEFUROXIMNATRIUM;Stragen Nordic A/S;J01DC02;MRP;RMS;25-02-1999;Nej;;
28106314919;Cegfila;injektionsvæske, opløsning i fyldt injektionssprøjte;6 mg;PEGFILGRASTIM;Mundipharma Corporation (Ireland) Ltd.;L03AA13;Central;MOD;19-12-2019;Nej;;
28103126999;Celebra;kapsler, hårde;100 mg;CELECOXIB;Upjohn EESV;M01AH01;MRP;CMS;28-04-2000;Ja;;
28103127099;Celebra;kapsler, hårde;200 mg;CELECOXIB;Upjohn EESV;M01AH01;MRP;CMS;28-04-2000;Ja;;
28106382120;"Celecoxib ""2care4""";kapsler, hårde;200 mg;CELECOXIB;2care4 ApS;M01AH01;Par-Imp;DKMA;24-09-2020;Ja;;
28106447020;"Celecoxib ""Accord""";kapsler, hårde;100 mg;CELECOXIB;Accord Healthcare B.V.;M01AH01;MRP;CMS;15-12-2020;Nej;;
28106447120;"Celecoxib ""Accord""";kapsler, hårde;200 mg;CELECOXIB;Accord Healthcare B.V.;M01AH01;MRP;CMS;15-12-2020;Nej;;
28105184612;"Celecoxib ""Krka""";kapsler, hårde;100 mg;CELECOXIB;Krka Sverige AB;M01AH01;Decentral procedure;CMS;04-12-2013;Ja;;
28105184712;"Celecoxib ""Krka""";kapsler, hårde;200 mg;CELECOXIB;Krka Sverige AB;M01AH01;Decentral procedure;CMS;04-12-2013;Ja;;
28106126918;"Celecoxib ""Medical Valley""";kapsler, hårde;100 mg;CELECOXIB;Medical Valley Invest AB;M01AH01;Decentral procedure;CMS;12-04-2019;Ja;;
28106127018;"Celecoxib ""Medical Valley""";kapsler, hårde;200 mg;CELECOXIB;Medical Valley Invest AB;M01AH01;Decentral procedure;CMS;12-04-2019;Ja;;
28105111512;"Celecoxib ""Stada""";kapsler, hårde;100 mg;CELECOXIB;STADA Arzneimittel AG;M01AH01;Decentral procedure;CMS;04-04-2014;Ja;;
28105111612;"Celecoxib ""Stada""";kapsler, hårde;200 mg;CELECOXIB;STADA Arzneimittel AG;M01AH01;Decentral procedure;CMS;04-04-2014;Ja;;
28104614709;Celia;filmovertrukne tabletter;60+15 mikrogram;Ethinylestradiol, GESTODEN;Gedeon Richter Plc.;G03AA10;Decentral procedure;RMS;06-04-2011;Nej;;
28101708194;Cellcept;filmovertrukne tabletter;500 mg;MYCOPHENOLATMOFETIL;Roche Registration GmbH;L04AA06;Central;RAP;14-02-1996;Ja;;
28101708094;Cellcept;kapsler, hårde;250 mg;MYCOPHENOLATMOFETIL;Roche Registration GmbH;L04AA06;Central;RAP;14-02-1996;Nej;;
28101931897;Cellcept;pulver til koncentrat til infusionsvæske, opløsning;500 mg;MYCOPHENOLATMOFETIL;Roche Registration GmbH;L04AA06;Central;RAP;20-10-1998;Ja;;
28101934697;Cellcept;pulver til oral suspension;1 g/ 5 ml;MYCOPHENOLATMOFETIL;Roche Registration GmbH;L04AA06;Central;RAP;26-02-1999;Ja;;
28103010598;Celluvisc;øjendråber, opløsning, enkeltdosisbeholder;10 mg/ml;CARMELLOSENATRIUM;AbbVie A/S;S01XA20;MRP;CMS;29-09-1998;Ja;;
28105103512;Celmantin;filmovertrukne tabletter;10 mg;Rosuvastatin calcium;Medochemie Ltd.;C10AA07;Decentral procedure;RMS;19-12-2013;Nej;;
28105103612;Celmantin;filmovertrukne tabletter;20 mg;Rosuvastatin calcium;Medochemie Ltd.;C10AA07;Decentral procedure;RMS;19-12-2013;Nej;;
28105103712;Celmantin;filmovertrukne tabletter;40 mg;Rosuvastatin calcium;Medochemie Ltd.;C10AA07;Decentral procedure;RMS;19-12-2013;Nej;;
28105103412;Celmantin;filmovertrukne tabletter;5 mg;Rosuvastatin calcium;Medochemie Ltd.;C10AA07;Decentral procedure;RMS;19-12-2013;Nej;;
28104060706;Celsentri;filmovertrukne tabletter;150 mg;Maraviroc;Viiv Healthcare BV;J05AX09;Central;MOD;17-09-2007;Ja;;
28105815716;Celsentri;filmovertrukne tabletter;25 mg;Maraviroc;ViiV Healthcare BV;J05AX09;Central;MOD;06-07-2017;Nej;;
28104060806;Celsentri;filmovertrukne tabletter;300 mg;Maraviroc;Viiv Healthcare BV;J05AX09;Central;MOD;17-09-2007;Ja;;
28105815816;Celsentri;filmovertrukne tabletter;75 mg;Maraviroc;ViiV Healthcare BV;J05AX09;Central;MOD;06-07-2017;Nej;;
28105815916;Celsentri;oral opløsning;20 mg/ml;Maraviroc;ViiV Healthcare BV;J05AX09;Central;MOD;06-07-2017;Nej;;
28126302619;Celsunax;injektionsvæske, opløsning;74 MBq/ml;Ioflupan (123-I);Pinax Pharma GmbH;V09AB03;Central;MOD;17-06-2021;Nej;;
28104540909;Centidox;pulver til anvendelse i drikkevand/mælk;1000 mg/g;DOXYCYCLINHYCLAT;Eurovet Animal Health B.V.;QJ01AA02;Decentral procedure;CMS;11-04-2011;Nej;;
28100327560;Centyl med Kaliumklorid;overtrukne tabletter;2,5+573 mg;BENDROFLUMETHIAZID, KALIUMCHLORID;Karo Pharma AB;C03AB01;National;DKMA;08-04-1960;Ja;;
28106536720;Centyl med Kaliumklorid;overtrukne tabletter;2,5+573 mg;BENDROFLUMETHIAZID, KALIUMCHLORID;Orifarm A/S;C03AB01;Par-Imp;DKMA;11-12-2020;Nej;;
28101697094;Centyl Mite med Kaliumklorid;overtrukne tabletter;1,25+573 mg;BENDROFLUMETHIAZID, KALIUMCHLORID;Karo Pharma AB;C03AB01;National;DKMA;10-05-1995;Ja;;
28106536820;Centyl Mite med Kaliumklorid;overtrukne tabletter;1,25+573 mg;BENDROFLUMETHIAZID, KALIUMCHLORID;Orifarm A/S;C03AB01;Par-Imp;DKMA;11-12-2020;Nej;;
28105772216;Cepedex;injektionsvæske, opløsning;0,1 mg/ml;Dexmedetomidinhydrochlorid;CP-Pharma Handelsgesellschaft mbH;QN05CM18;Central;MOD;13-12-2016;Nej;;
28105772316;Cepedex;injektionsvæske, opløsning;0,5 mg/ml;Dexmedetomidinhydrochlorid;CP-Pharma Handelsgesellschaft mbH;QN05CM18;Central;MOD;13-12-2016;Ja;;
28104035106;Cepesedan Vet.;injektionsvæske, opløsning;10 mg/ml;Detomidinhydrochlorid;CP-Pharma Handelsgesellschaft mbH;QN05CM90;MRP;CMS;12-07-2007;Ja;;
28103997006;Cepetor Vet.;injektionsvæske, opløsning;1 mg/ml;Medetomidinhydrochlorid;CP-Pharma Handelsgesellschaft mbH;QN05CM91;MRP;CMS;02-03-2007;Ja;;
28104038806;Ceplene;injektionsvæske, opløsning;0,5 mg/ 0,5 ml;HISTAMINDIHYDROCHLORID;Noventia Pharma Srl;L03AX14;Central;MOD;07-10-2008;Nej;;
28106392820;Cepralock Vet.;intramammær suspension;2,6 g;Bismuthsubnitrat, tung;MSD Animal Health A/S;QG52X;Decentral procedure;CMS;04-08-2021;Nej;;
28103141400;Ceprotin;pulver og solvens til injektionsvæske, opløsning;;PROTEIN C, human;Takeda Manufacturing Austria AG;B01AD12;Central;MOD;16-07-2001;Nej;;
28106415320;Ceranor;filmovertrukne tabletter;75 mikrogram;DESOGESTREL;STADA Arzneimittel AG;G03AC09;Decentral procedure;CMS;26-10-2022;Nej;;
28103007098;Cerazette;filmovertrukne tabletter;75 mikrogram;DESOGESTREL;N.V. Organon;G03AC09;MRP;CMS;15-07-1998;Ja;;
28105317513;Cerdelga;kapsler, hårde;84 mg;Eliglustattartrat;Genzyme Europe B.V.;A16AX10;Central;MOD;19-01-2015;Ja;;
28103814205;Cerenia;injektionsvæske, opløsning;10 mg/ml;Maropitantcitrat (monohydrat);Zoetis Belgium SA;QA04AD90;Central;RAP;29-09-2006;Ja;;
28105480514;Cerenia;injektionsvæske, opløsning;10 mg/ml;Maropitantcitrat (monohydrat);Zoetis Belgium SA;QA04AD90;Central;RAP;10-06-2015;Nej;;
28103814105;Cerenia;tabletter;160 mg;Maropitantcitrat (monohydrat);Zoetis Belgium SA;QA04AD90;Central;RAP;29-09-2006;Ja;;
28103813805;Cerenia;tabletter;16 mg;Maropitantcitrat (monohydrat);Zoetis Belgium SA;QA04AD90;Central;RAP;29-09-2006;Ja;;
28103813905;Cerenia;tabletter;24 mg;Maropitantcitrat (monohydrat);Zoetis Belgium SA;QA04AD90;Central;RAP;29-09-2006;Ja;;
28103814005;Cerenia;tabletter;60 mg;Maropitantcitrat (monohydrat);Zoetis Belgium SA;QA04AD90;Central;RAP;29-09-2006;Ja;;
28120200893;Ceretec;radiofarmaceutisk præparationssæt;;Techneticum (99m-Tc) exametazim;GE Healthcare AS;V09AA01;National;DKMA;29-08-1987;Nej;;
28101838496;Cerezyme;pulver til infusionsvæske, opløsning;200 IE;Imiglucerase;Genzyme Europe B.V.;A16AB02;Central;MOD;17-11-1997;Nej;;
28103138400;Cerezyme;pulver til infusionsvæske, opløsning;400 IE;Imiglucerase;Genzyme Europe B.V.;A16AB02;Central;MOD;28-01-2000;Ja;;
28103270301;Cernevit;pulver til injektions-/infusionsvæske, opløsning;;alfa-Tocopherol, all-rac-, ASCORBINSYRE, BIOTIN, Cholecalciferol, Cocarboxylasetetrahydrat, CYANOCOBALAMIN, DEXPANTHENOL, Folsyre, NICOTINAMID, PYRIDOXINHYDROCHLORID, Retinolpalmitat, RIBOFLAVIN;Baxter A/S;B05XC;MRP;CMS;18-10-2001;Ja;;
28103566803;Certican;dispergible tabletter;0,1 mg;Everolimus;Novartis Healthcare A/S;L04AA18;MRP;CMS;03-02-2004;Ja;;
28103566903;Certican;dispergible tabletter;0,25 mg;Everolimus;Novartis Healthcare A/S;L04AA18;MRP;CMS;03-02-2004;Ja;;
28103564403;Certican;tabletter;0,25 mg;Everolimus;Novartis Healthcare A/S;L04AA18;MRP;CMS;03-02-2004;Ja;;
28103566503;Certican;tabletter;0,5 mg;Everolimus;Novartis Healthcare A/S;L04AA18;MRP;CMS;03-02-2004;Ja;;
28103566603;Certican;tabletter;0,75 mg;Everolimus;Novartis Healthcare A/S;L04AA18;MRP;CMS;03-02-2004;Ja;;
28103566703;Certican;tabletter;1 mg;Everolimus;Novartis Healthcare A/S;L04AA18;MRP;CMS;03-02-2004;Nej;;
28101699994;Cerubidine;pulver til infusionsvæske, opløsning;20 mg;DAUNORUBICINHYDROCHLORID;Orifarm A/S;L01DB02;Par-Imp;DKMA;09-08-1995;Ja;;
28103922106;Cervarix;injektionsvæske, suspension;20+20 mikrogram;Human Papilloma Virus HPV-18 L1 VLP, Human Papillomavirus HPV-16 L1 VLP;GlaxoSmithKline Biologicals;J07BM02;Central;MOD;20-09-2007;Nej;;
28104207307;Cervarix;injektionsvæske, suspension, fyldt injektionssprøjte;20+20 mikrogram;Human Papilloma Virus HPV-18 L1 VLP, Human Papillomavirus HPV-16 L1 VLP;GlaxoSmithKline Biologicals;J07BM02;Central;MOD;20-09-2007;Nej;;
28104563609;Cetimax;filmovertrukne tabletter;10 mg;CETIRIZINDIHYDROCHLORID;Vitabalans Oy;R06AE07;Decentral procedure;CMS;04-11-2010;Ja;;
28105019712;Cetiriva;filmovertrukne tabletter;10 mg;CETIRIZINDIHYDROCHLORID;Teva B.V.;R06AE07;Decentral procedure;RMS;13-05-2013;Nej;;
28103238801;"Cetirizin ""Mylan""";filmovertrukne tabletter;10 mg;CETIRIZINDIHYDROCHLORID;Mylan AB;R06AE07;MRP;CMS;13-08-2001;Nej;;
28105019812;"Cetirizin ""Teva""";filmovertrukne tabletter;10 mg;CETIRIZINDIHYDROCHLORID;Teva B.V.;R06AE07;Decentral procedure;RMS;13-05-2013;Ja;;
28105106812;Cetraxal;øredråber, opløsning i enkeltdosisbeholder;2 mg/ml;CIPROFLOXACIN;POA Pharma Scandinavia AB;S02AA15;MRP;CMS;20-12-2012;Ja;;
28105072912;Cetraxal Comp;øredråber, opløsning;3+0,25 mg/ml;CIPROFLOXACIN, Fluocinolonacetonid;POA Pharma Scandinavia AB;S02CA05;MRP;CMS;18-09-2012;Ja;;
28105742016;Cetraxal Comp;øredråber, opløsning;3+0,25 mg/ml;CIPROFLOXACIN, Fluocinolonacetonid;2care4 ApS;S02CA05;Par-Imp;DKMA;08-04-2016;Ja;;
28106637021;Cetraxal Comp;øredråber, opløsning;3+0,25 mg/ml;CIPROFLOXACIN, Fluocinolonacetonid;Orifarm A/S;S02CA05;Par-Imp;DKMA;05-09-2022;Ja;;
28105913917;Cetraxal Comp ukonserveret;øredråber, opløsning i enkeltdosisbeholder;3+0,25 mg/ml;CIPROFLOXACINHYDROCHLORID (monohydrat), Fluocinolonacetonid;POA Pharma Scandinavia AB;S02CA05;MRP;CMS;09-03-2018;Ja;;
28103011698;Cetrotide;pulver og solvens til injektionsvæske, opløsning;0,25 mg;Cetrorelixacetat;Merck Europe B.V.;H01CC02;Central;MOD;13-04-1999;Ja;;
28105105612;Cevac Ibird;lyofilisat til suspension;;Aviær infektiøs bronkitisvirus (IB), stamme 1/96 (levende, svækket);Ceva Santé Animale;QI01AD07;Decentral procedure;CMS;30-09-2013;Ja;;
28105687615;Cevac Mass L;lyofilisat til okulonasal suspension;;Aviær infektiøs bronkitisvirus, stamme Massachusetts B-48, frysetørret (levende);CEVA-Phylaxia Co. Ltd.;QI01AD07;MRP;CMS;28-06-2016;Ja;;
28105709115;Cevac MD HVT;suspension og solvens til injektionsvæske, suspension;2000-8000 PFU;Kalkunherpesvirus, stamme FC 126 (levende, svækket);CEVA-Phylaxia Co. Ltd.;QI01AD03;Decentral procedure;CMS;23-11-2016;Nej;;
28106119318;Cevac MD Rispens;koncentrat og solvens til injektionsvæske, suspension;;Kyllingeherpesvirus, stamme CVI-988 (Rispens), Levende;CEVA-Phylaxia Co. Ltd.;QI01AD03;Decentral procedure;CMS;22-07-2020;Ja;;
28105639815;Cevac Meta L;lyofilisat til okulonasal suspension;;aviær metapneumovirus subtype B, stamme CRR126 (levende, attenueret);CEVA-Phylaxia Co. Ltd.;QI01AD01;Decentral procedure;CMS;07-09-2016;Nej;;
28106607121;Cevac Salmovac;lyofilisat til anvendelse i drikkevand;;Salmonella Enteritidis Stamme 441/014 (levende);Ceva Santé Animale;QI01AE01;MRP;CMS;13-09-2022;Nej;;
28104292808;Cevazuril;oral suspension;50 mg/ml;Toltrazuril;Ceva Santé Animale;QP51BC01;Decentral procedure;CMS;19-04-2010;Ja;;
28106568021;CEVENFACTA;pulver og solvens til injektionsvæske, opløsning;1 mg (45 KIU);eptacog beta (aktiveret);Laboratoire Francais du Fractionnement et des Biotechnologies;B02BD08;Central;MOD;15-07-2022;Nej;;
28106568121;CEVENFACTA;pulver og solvens til injektionsvæske, opløsning;2 mg (90 KIU);eptacog beta (aktiveret);Laboratoire Francais du Fractionnement et des Biotechnologies;B02BD08;Central;MOD;15-07-2022;Nej;;
28106568221;CEVENFACTA;pulver og solvens til injektionsvæske, opløsning;5 mg (225 KIU);eptacog beta (aktiveret);Laboratoire Francais du Fractionnement et des Biotechnologies;B02BD08;Central;MOD;15-07-2022;Nej;;
28103863405;Champix;filmovertrukne tabletter;0,5 mg;VARENICLINTARTRAT;Pfizer Europe MA EEIG;N07BA03;Central;RAP;26-09-2006;Nej;;
28103863505;Champix;filmovertrukne tabletter;1 mg;VARENICLINTARTRAT;Pfizer Europe MA EEIG;N07BA03;Central;RAP;26-09-2006;Nej;;
28104039106;Champix Startpakke;filmovertrukne tabletter;0,5 mg + 1 mg;VARENICLINTARTRAT;Pfizer Europe MA EEIG;N07BA03;Central;RAP;26-09-2006;Nej;;
28106517120;Chanaxin;injektionsvæske, opløsning;100 mg/ml;Tulathromycin;Chanelle Pharmaceuticals Manufacturing Limited;QJ01FA94;Central;MOD;19-04-2022;Nej;;
28106025117;Chanhold til hund 10,1 - 20,0 kg;spot-on, opløsning;120 mg/dosis;Selamectin;Chanelle Pharmaceuticals Manufacturing Limited;QP54AA05;Central;MOD;17-04-2019;Ja;;
28106025217;Chanhold til hund 20,1 - 40,0 kg;spot-on, opløsning;240 mg/dosis;Selamectin;Chanelle Pharmaceuticals Manufacturing Limited;QP54AA05;Central;MOD;17-04-2019;Ja;;
28106024917;Chanhold til hund 2,6 - 5,0 kg;spot-on, opløsning;30 mg/dosis;Selamectin;Chanelle Pharmaceuticals Manufacturing Limited;QP54AA05;Central;MOD;17-04-2019;Ja;;
28106025317;Chanhold til hund 40,1 - 60,0 kg;spot-on, opløsning;360 mg/dosis;Selamectin;Chanelle Pharmaceuticals Manufacturing Limited;QP54AA05;Central;MOD;17-04-2019;Ja;;
28106025017;Chanhold til hund 5,1 - 10,0 kg;spot-on, opløsning;60 mg/dosis;Selamectin;Chanelle Pharmaceuticals Manufacturing Limited;QP54AA05;Central;MOD;17-04-2019;Ja;;
28106024717;Chanhold til kat 2,6 - 7,5 kg;spot-on, opløsning;45 mg/dosis;Selamectin;Chanelle Pharmaceuticals Manufacturing Limited;QP54AA05;Central;MOD;17-04-2019;Ja;;
28106024817;Chanhold til kat 7,6 - 10,0 kg;spot-on, opløsning;60 mg/dosis;Selamectin;Chanelle Pharmaceuticals Manufacturing Limited;QP54AA05;Central;MOD;17-04-2019;Nej;;
28106024617;Chanhold til kat og hund op til 2,5 kg;spot-on, opløsning;15 mg/dosis;Selamectin;Chanelle Pharmaceuticals Manufacturing Limited;QP54AA05;Central;MOD;17-04-2019;Ja;;
28103376702;Chemoterol;inhalationspulver i kapsler;12 mikrogram;FORMOTEROLFUMARAT DIHYDRAT;Laboratorios Liconsa, S.A.;R03AC13;MRP;RMS;16-02-2004;Nej;;
28105668515;Chenodeoxycholic acid Leadiant;kapsler, hårde;250 mg;CHENODEOXYCHOLSYRE;Leadiant GmbH;A05AA01;Central;MOD;10-04-2017;Nej;;
